板块,公司全称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,地      区,省    份,城     市,所属行业
主板,当代东方投资股份有限公司,山西省大同市口泉,673,*ST当代,1997/1/24,"791,550,442","789,510,358",华北,山西,大同市,R 文化传播
主板,智度科技股份有限公司,广东省广州市花都区新雅街凤凰南路56之三401室（部位之8）,676,智度股份,1996/12/24,"1,325,700,535","1,023,167,215",华南,广东,广州市,I 信息技术
主板,恒天海龙股份有限公司,山东省潍坊市寒亭区海龙路555号,677,恒天海龙,1996/12/26,"863,977,948","863,977,948",华东,山东,潍坊市,C 制造业
主板,襄阳汽车轴承股份有限公司,湖北省襄阳市高新区邓城大道97号,678,襄阳轴承,1997/1/6,"459,611,797","459,611,797",华中,湖北,襄阳市,C 制造业
主板,大连友谊(集团)股份有限公司,辽宁省大连市中山区七一街1号,679,*ST友谊,1997/1/24,"356,400,000","356,400,000",东北,辽宁,大连市,F 批发零售
主板,山推工程机械股份有限公司,山东省济宁市高新区327国道58号,680,山推股份,1997/1/22,"1,240,787,611","1,056,963,053",华东,山东,济宁市,C 制造业
主板,视觉（中国）文化发展股份有限公司,江苏省常州市武进区西太湖科技产业园禾香路123号,681,视觉中国,1997/1/21,"700,577,436","664,177,193",华东,江苏,常州市,R 文化传播
主板,东方电子股份有限公司,山东省烟台市芝罘区机场路2号,682,东方电子,1997/1/21,"1,340,727,007","978,027,357",华东,山东,烟台市,I 信息技术
主板,内蒙古远兴能源股份有限公司,内蒙古自治区鄂尔多斯市东胜区鄂托克西街博源大厦12层,683,远兴能源,1997/1/31,"3,769,244,991","3,401,509,404",华北,内蒙古,鄂尔多斯市,C 制造业
主板,中山公用事业集团股份有限公司,广东省中山市兴中道十八号财兴大厦北座,685,中山公用,1997/1/23,"1,475,111,351","1,253,229,908",华南,广东,中山市,D 水电煤气
主板,东北证券股份有限公司,吉林省长春市生态大街6666号,686,东北证券,1997/2/27,"2,340,452,915","2,340,452,915",东北,吉林,长春市,J 金融业
主板,华讯方舟股份有限公司,河北省保定市安新县新旅游路北侧7号别墅,687,*ST华讯,1997/2/21,"766,199,362","752,864,376",华北,河北,保定市,C 制造业
主板,国城矿业股份有限公司,重庆市涪陵江东群沱子路31号,688,国城矿业,1997/1/20,"1,137,299,314","1,137,294,919",西南,重庆,重庆市,B 采矿业
主板,广东宝丽华新能源股份有限公司,广东省梅州市梅县华侨城香港花园宝丽华综合大楼,690,宝新能源,1997/1/28,"2,175,887,862","2,084,122,831",华南,广东,梅州市,D 水电煤气
主板,海南亚太实业发展股份有限公司,甘肃省兰州市兰州新区亚太工业科技总部基地A1号办公楼,691,亚太实业,1997/2/28,"323,270,000","290,486,300",西北,甘肃,兰州市,C 制造业
主板,沈阳惠天热电股份有限公司,辽宁省沈阳市沈河区热闹路47号,692,惠天热电,1997/2/27,"532,832,976","532,767,930",东北,辽宁,沈阳市,D 水电煤气
主板,天津滨海能源发展股份有限公司,天津市开发区第十一大街27号,695,滨海能源,1997/2/18,"222,147,539","221,721,339",华北,天津,天津市,C 制造业
主板,炼石航空科技股份有限公司,陕西省西咸新区沣西新城世纪大道55号,697,炼石航空,1997/3/25,"671,616,059","576,888,733",西北,陕西,咸阳市,C 制造业
主板,沈阳化工股份有限公司,辽宁省沈阳市经济技术开发区沈西三东路55号,698,沈阳化工,1997/2/20,"819,514,395","785,679,599",东北,辽宁,沈阳市,C 制造业
主板,江南模塑科技股份有限公司,江苏省江阴市周庄镇长青路8号,700,模塑科技,1997/2/28,"917,052,655","807,081,981",华东,江苏,无锡市,C 制造业
主板,厦门信达股份有限公司,福建省厦门市湖里区仙岳路4688号国贸中心A栋1101单元,701,厦门信达,1997/2/26,"418,713,056","406,486,156",华东,福建,厦门市,F 批发零售
主板,湖南正虹科技发展股份有限公司,湖南省岳阳市屈原管理区营田镇,702,正虹科技,1997/3/18,"266,634,576","266,634,576",华中,湖南,岳阳市,C 制造业
主板,恒逸石化股份有限公司,广西壮族自治区北海市北海大道西16号海富大厦第七层G号,703,恒逸石化,1997/3/28,"3,681,645,407","3,313,352,130",华南,广西,北海市,C 制造业
主板,浙江震元股份有限公司,浙江省绍兴市稽山街道延安东路558号,705,浙江震元,1997/4/10,"334,123,286","281,972,076",华东,浙江,绍兴市,F 批发零售
主板,湖北双环科技股份有限公司,湖北省应城市东马坊团结大道26号,707,ST双环,1997/4/15,"464,145,765","464,113,665",华中,湖北,孝感市,C 制造业
主板,中信泰富特钢集团股份有限公司,湖北省黄石市黄石大道316号,708,中信特钢,1997/3/26,"5,047,143,433","1,259,156,149",华中,湖北,黄石市,C 制造业
主板,河钢股份有限公司,河北省石家庄市体育南大街385号,709,河钢股份,1997/4/16,"10,618,607,852","10,616,892,526",华北,河北,石家庄市,C 制造业
主板,成都市贝瑞和康基因技术股份有限公司,四川省成都市经济技术开发区（龙泉驿区）成都汽车城大道333号,710,贝瑞基因,1997/4/22,"354,605,865","297,080,649",西南,四川,成都市,M 科研服务
主板,京蓝科技股份有限公司,黑龙江省哈尔滨市南岗区经济技术开发区,711,京蓝科技,1997/4/11,"1,023,667,816","821,865,026",东北,黑龙江,哈尔滨市,E 建筑业
主板,广东锦龙发展股份有限公司,广东省东莞市凤岗镇雁田东深二路66号天安数码城S3栋19楼03单元,712,锦龙股份,1997/4/15,"896,000,000","762,969,171",华南,广东,东莞市,J 金融业
主板,合肥丰乐种业股份有限公司,安徽省合肥市蜀山区创业大道4号,713,丰乐种业,1997/4/22,"438,582,129","399,248,262",华东,安徽,合肥市,A 农林牧渔
主板,中兴-沈阳商业大厦(集团)股份有限公司,辽宁省沈阳市和平区太原北街86号,715,中兴商业,1997/5/8,"415,718,940","415,059,494",东北,辽宁,沈阳市,F 批发零售
主板,南方黑芝麻集团股份有限公司,广西壮族自治区容县城南工业集中区黑五类产业园,716,黑芝麻,1997/4/18,"743,999,550","667,735,667",华南,广西,南宁市,C 制造业
主板,广东韶钢松山股份有限公司,广东省韶关市曲江区马坝,717,韶钢松山,1997/5/8,"2,419,524,410","2,419,524,410",华南,广东,韶关市,C 制造业
主板,苏宁环球股份有限公司,吉林省吉林经济技术开发区九站街718号,718,苏宁环球,1997/4/8,"3,034,636,384","2,289,264,499",东北,吉林,吉林市,K 房地产
主板,中原大地传媒股份有限公司,河南省焦作市塔南路45号,719,中原传媒,1997/3/31,"1,023,203,749","667,147,543",华中,河南,焦作市,R 文化传播
主板,山东新能泰山发电股份有限公司,山东省泰安市泰山区普照寺路5号,720,新能泰山,1997/5/9,"1,289,650,962","863,460,000",华东,山东,泰安市,K 房地产
主板,西安饮食股份有限公司,陕西省西安市曲江新区雁翔路3001号华商传媒文化中心2号楼14层,721,西安饮食,1997/4/30,"499,055,920","435,952,795",西北,陕西,西安市,H 住宿餐饮
主板,湖南发展集团股份有限公司,湖南省长沙市天心区芙蓉中路三段142号光大发展大厦2708,722,湖南发展,1997/5/22,"464,158,282","464,158,282",华中,湖南,衡阳市,D 水电煤气
主板,山西美锦能源股份有限公司,山西省太原市清徐县贯中大厦,723,美锦能源,1997/5/15,"4,078,093,052","3,773,971,471",华北,山西,太原市,C 制造业
主板,京东方科技集团股份有限公司,北京市朝阳区酒仙桥路10号,725,京东方Ａ,2001/1/12,"33,862,285,275","33,858,753,464",华北,北京,北京市,C 制造业
主板,鲁泰纺织股份有限公司,山东省淄博市高新技术开发区铭波路11号,726,鲁  泰Ａ,2000/12/25,"561,894,069","561,274,957",华东,山东,淄博市,C 制造业
主板,南京华东电子信息科技股份有限公司,江苏省南京市栖霞区天佑路7号,727,*ST东科,1997/5/20,"4,529,566,980","2,930,655,908",华东,江苏,南京市,C 制造业
主板,国元证券股份有限公司,安徽省合肥市梅山路18号,728,国元证券,1997/6/16,"4,363,777,891","4,291,289,205",华东,安徽,合肥市,J 金融业
主板,北京燕京啤酒股份有限公司,北京市顺义区双河路9号,729,燕京啤酒,1997/7/16,"2,818,539,341","2,509,558,118",华北,北京,北京市,C 制造业
主板,四川美丰化工股份有限公司,四川省射洪县太和镇新阳街87号,731,四川美丰,1997/6/17,"591,484,352","591,484,352",西南,四川,遂宁市,C 制造业
主板,泰禾集团股份有限公司,福建省三明市梅列区徐碧,732,泰禾集团,1997/7/4,"2,488,901,440","2,485,976,896",华东,福建,三明市,K 房地产
主板,中国振华(集团)科技股份有限公司,贵州省贵阳市乌当区新添大道北段268号,733,振华科技,1997/7/3,"514,805,618","514,805,618",西南,贵州,贵阳市,C 制造业
主板,罗牛山股份有限公司,海南省海口市人民大道50号,735,罗 牛 山,1997/6/11,"1,151,513,578","1,150,886,809",华南,海南,海口市,A 农林牧渔
主板,中交地产股份有限公司,重庆市江北区建新北路86号,736,中交地产,1997/4/25,"695,433,689","695,431,739",西南,重庆,重庆市,K 房地产
主板,南风化工集团股份有限公司,山西省运城市红旗东街376号,737,ST南风,1997/4/28,"548,760,000","548,760,000",华北,山西,运城市,C 制造业
主板,中国航发动力控制股份有限公司,江苏省无锡市滨湖区刘闾路33号,738,航发控制,1997/6/26,"1,145,642,349","1,145,634,399",华东,江苏,无锡市,C 制造业
主板,普洛药业股份有限公司,浙江省东阳市横店江南路399号,739,普洛药业,1997/5/9,"1,178,523,492","1,178,398,671",华东,浙江,金华市,C 制造业
主板,国海证券股份有限公司,广西壮族自治区桂林市辅星路13号,750,国海证券,1997/7/9,"5,444,525,514","5,444,520,789",华南,广西,桂林市,J 金融业
主板,葫芦岛锌业股份有限公司,辽宁省葫芦岛市龙港区锌厂路24号,751,锌业股份,1997/6/26,"1,409,869,279","1,409,867,929",东北,辽宁,葫芦岛市,C 制造业
主板,西藏发展股份有限公司,西藏自治区拉萨市金珠西路格桑林卡A区28-5,752,*ST西发,1997/6/25,"263,758,491","263,758,491",西南,西藏,拉萨市,C 制造业
主板,福建漳州发展股份有限公司,福建省漳州市胜利东路漳州发展广场,753,漳州发展,1997/6/26,"991,481,071","991,481,071",华东,福建,漳州市,F 批发零售
主板,山西路桥股份有限公司,山西省洪洞县赵城镇,755,山西路桥,1997/6/27,"469,264,621","469,264,621",华北,山西,临汾市,G 运输仓储
主板,山东新华制药股份有限公司,山东省淄博市高新技术产业开发区化工区,756,新华制药,1997/8/6,"426,859,447","426,847,845",华东,山东,淄博市,C 制造业
主板,四川浩物机电股份有限公司,四川省内江市市中区汉渝大道1558号,757,浩物股份,1997/6/27,"664,714,511","451,619,600",西南,四川,内江市,F 批发零售
主板,中国有色金属建设股份有限公司,北京市丰台区西客站南广场驻京办一号楼B座,758,中色股份,1997/4/16,"1,969,378,424","1,969,329,094",华北,北京,北京市,B 采矿业
主板,中百控股集团股份有限公司,湖北省武汉市江汉区江汉路129号,759,中百集团,1997/5/19,"681,021,500","680,610,192",华中,湖北,武汉市,F 批发零售
主板,斯太尔动力股份有限公司,湖北省公安县斗湖堤镇荆江大道178号,760,*ST斯太,1997/6/27,"771,844,628","654,444,268",华中,湖北,荆州市,C 制造业
主板,本钢板材股份有限公司,辽宁省本溪市平山区人民路16号,761,本钢板材,1998/1/15,"3,475,371,532","3,475,371,532",东北,辽宁,本溪市,C 制造业
主板,西藏矿业发展股份有限公司,西藏自治区拉萨市中和国际城金珠二路8号,762,西藏矿业,1997/7/8,"520,819,240","520,795,518",西南,西藏,拉萨市,B 采矿业
主板,通化金马药业集团股份有限公司,吉林省通化市二道江区金马路999号,766,通化金马,1997/4/30,"966,494,707","706,995,720",东北,吉林,通化市,C 制造业
主板,晋能控股山西电力股份有限公司,山西省示范区晋阳街南一条10号1幢-1-22层,767,晋控电力,1997/6/9,"3,076,942,219","2,912,297,305",华北,山西,太原市,D 水电煤气
主板,中航西安飞机工业集团股份有限公司,陕西省西安市阎良区西飞大道一号,768,中航西飞,1997/6/26,"2,768,645,071","2,768,639,196",西北,陕西,西安市,C 制造业
主板,广发证券股份有限公司,广东省广州市黄埔区中新广州知识城腾飞一街2号618室,776,广发证券,1997/6/11,"5,919,291,464","5,919,291,464",华南,广东,广州市,J 金融业
主板,中核苏阀科技实业股份有限公司,江苏省苏州高新区浒关工业园安杨路178号,777,中核科技,1997/7/10,"383,417,593","383,405,125",华东,江苏,苏州市,C 制造业
主板,新兴铸管股份有限公司,河北省武安市上洛阳村北(二六七二厂区),778,新兴铸管,1997/6/6,"3,990,880,176","3,884,900,959",华北,河北,邯郸市,C 制造业
主板,甘肃工程咨询集团股份有限公司,甘肃省兰州市城关区酒泉路16号新业大厦713号,779,甘咨询,1997/5/28,"380,330,518","175,031,047",西北,甘肃,兰州市,M 科研服务
主板,内蒙古平庄能源股份有限公司,内蒙古自治区赤峰市元宝山区平庄镇哈河街,780,*ST平能,1997/6/6,"1,014,306,324","1,014,306,324",华北,内蒙古,赤峰市,B 采矿业
主板,广东新会美达锦纶股份有限公司,广东省江门市新会区会城镇江会路上浅口,782,美达股份,1997/6/19,"528,139,623","528,135,152",华南,广东,江门市,C 制造业
主板,长江证券股份有限公司,湖北省武汉市江汉区新华路特8号,783,长江证券,1997/7/31,"5,529,620,698","5,529,620,698",华中,湖北,武汉市,J 金融业
主板,居然之家新零售集团股份有限公司,湖北省武汉市武昌区中南路9号,785,居然之家,1997/7/11,"6,529,036,899","251,092,998",华中,湖北,武汉市,F 批发零售
主板,北新集团建材股份有限公司,北京市海淀区复兴路17号国海广场2号楼15层,786,北新建材,1997/6/6,"1,689,507,842","1,689,507,842",华北,北京,北京市,C 制造业
主板,北大医药股份有限公司,重庆市北碚区水土镇方正大道21号,788,北大医药,1997/6/16,"595,987,425","595,987,425",西南,重庆,重庆市,C 制造业
主板,江西万年青水泥股份有限公司,江西省上饶市,789,万年青,1997/9/23,"797,390,992","797,372,085",华东,江西,上饶市,C 制造业
主板,成都华神科技集团股份有限公司,四川省成都高新区（西区）蜀新大道1168号2栋1楼101号,790,华神科技,1998/3/27,"616,360,564","616,360,564",西南,四川,成都市,C 制造业
主板,甘肃电投能源发展股份有限公司,中国甘肃省兰州市城关区北滨河东路69号甘肃投资集团大厦,791,甘肃电投,1997/10/14,"1,359,576,680","1,359,548,680",西北,甘肃,兰州市,D 水电煤气
主板,青海盐湖工业股份有限公司,青海省格尔木市黄河路28号,792,*ST盐湖,1997/9/4,"5,432,876,672","5,428,941,712",西北,青海,海西蒙古族藏族自治州,C 制造业
主板,华闻传媒投资集团股份有限公司,海南省海口市海甸四东路民生大厦,793,华闻集团,1997/7/29,"1,997,245,457","1,961,008,615",华南,海南,海口市,R 文化传播
主板,英洛华科技股份有限公司,山西省太原市万柏林区新晋祠路147号尚德峰国际14层,795,英洛华,1997/8/8,"1,133,684,103","1,131,407,846",华北,山西,太原市,C 制造业
主板,凯撒同盛发展股份有限公司,陕西省宝鸡市渭滨区经二路155号,796,凯撒旅业,1997/7/3,"803,000,258","802,583,633",西北,陕西,宝鸡市,L 商务服务
主板,中国武夷实业股份有限公司,福建省福州市鼓楼区温泉街道五四路89号置地广场4层,797,中国武夷,1997/7/15,"1,570,998,213","1,566,239,646",华东,福建,福州市,K 房地产
主板,中水集团远洋股份有限公司,北京市西城区西单民丰胡同31号中水大厦6层,798,中水渔业,1998/2/12,"319,455,000","319,386,750",华北,北京,北京市,A 农林牧渔
主板,酒鬼酒股份有限公司,湖南省吉首市峒河街道振武营村,799,酒鬼酒,1997/7/18,"324,928,980","324,928,980",华中,湖南,湘西土家族苗族自治州,C 制造业
主板,一汽解放集团股份有限公司,吉林省长春市汽车开发区东风大街2259号,800,一汽解放,1997/6/18,"4,609,666,212","1,411,754,078",东北,吉林,长春市,C 制造业
主板,四川九洲电器股份有限公司,四川省绵阳市科创园区九洲大道259号,801,四川九洲,1998/5/6,"1,022,806,646","1,022,799,146",西南,四川,绵阳市,C 制造业
主板,北京京西文化旅游股份有限公司,北京市门头沟区水闸路21号12幢,802,北京文化,1998/1/8,"715,900,255","711,208,705",华北,北京,北京市,R 文化传播
主板,北清环能集团股份有限公司,四川省南充市顺庆区延安路380号,803,*ST北能,1998/3/3,"191,090,731","127,730,893",西南,四川,南充市,C 制造业
主板,北海银河生物产业投资股份有限公司,广西壮族自治区北海市西藏路银河软件科技园专家创业区1号,806,*ST银河,1998/4/16,"1,099,911,762","699,304,718",华南,广西,北海市,C 制造业
主板,云南铝业股份有限公司,云南省昆明市呈贡区七甸街道,807,云铝股份,1998/4/8,"3,128,206,556","2,606,693,225",西南,云南,昆明市,C 制造业
主板,铁岭新城投资控股(集团)股份有限公司,辽宁省铁岭市凡河新区金沙江路12号,809,铁岭新城,1998/6/16,"824,791,293","824,791,293",东北,辽宁,铁岭市,N 公共环保
主板,创维数字股份有限公司,四川省遂宁市经济技术开发区西宁片区台商工业园内,810,创维数字,1998/6/2,"1,063,361,233","1,024,815,762",西南,四川,遂宁市,C 制造业
主板,冰轮环境技术股份有限公司,山东省烟台市芝罘区冰轮路1号,811,冰轮环境,1998/5/28,"745,837,804","745,821,693",华东,山东,烟台市,C 制造业
主板,陕西金叶科教集团股份有限公司,陕西省西安市高新区锦业路1号都市之门B座19层,812,陕西金叶,1998/6/23,"768,692,614","670,303,988",西北,陕西,西安市,C 制造业
主板,德展大健康股份有限公司,新疆维吾尔自治区乌鲁木齐市天山区金银路53号金融大厦1611室,813,德展健康,1998/5/19,"2,241,481,800","2,219,869,572",西北,新疆,乌鲁木齐市,C 制造业
主板,中冶美利云产业投资股份有限公司,宁夏回族自治区中卫市城区柔远镇,815,美利云,1998/6/9,"695,263,035","695,263,035",西北,宁夏,银川市,C 制造业
主板,江苏农华智慧农业科技股份有限公司,江苏省盐城经济技术开发区希望大道南路58号,816,智慧农业,1997/8/18,"1,424,503,318","1,336,277,472",华东,江苏,盐城市,C 制造业
主板,航锦科技股份有限公司,辽宁省葫芦岛市连山区化工街1号,818,航锦科技,1997/10/17,"689,890,000","676,987,825",东北,辽宁,葫芦岛市,C 制造业
主板,岳阳兴长石化股份有限公司,湖南省岳阳市云溪区,819,岳阳兴长,1997/6/25,"299,150,255","299,150,255",华中,湖南,岳阳市,C 制造业
主板,神雾节能股份有限公司,江西省南昌市望城新区璜溪大道19号十一楼1188室,820,*ST节能,1998/6/30,"637,245,222","287,655,920",华东,江西,南昌市,C 制造业
主板,湖北京山轻工机械股份有限公司,湖北省京山县经济技术开发区轻机工业园,821,京山轻机,1998/6/26,"538,235,280","457,006,641",华中,湖北,荆门市,C 制造业
主板,山东海化股份有限公司,山东省潍坊滨海经济开发区,822,山东海化,1998/7/3,"895,091,926","895,091,926",华东,山东,潍坊市,C 制造业
主板,广东汕头超声电子股份有限公司,广东省汕头市龙湖区龙江路12号,823,超声电子,1997/10/8,"536,966,000","536,920,512",华南,广东,汕头市,C 制造业
主板,山西太钢不锈钢股份有限公司,山西省太原市尖草坪街2号,825,太钢不锈,1998/10/21,"5,696,247,796","5,696,176,066",华北,山西,太原市,C 制造业
主板,启迪环境科技发展股份有限公司,湖北省宜昌市沿江大道114号,826,启迪环境,1998/2/25,"1,430,578,784","1,426,254,868",华中,湖北,宜昌市,N 公共环保
主板,东莞发展控股股份有限公司,广东省东莞市南城区科技工业园科技路39号,828,东莞控股,1997/6/17,"1,039,516,992","1,039,515,642",华南,广东,东莞市,G 运输仓储
主板,天音通信控股股份有限公司,江西省赣州市经济技术开发区迎宾大道60号,829,天音控股,1997/12/2,"1,025,100,438","921,915,273",华东,江西,赣州市,F 批发零售
主板,鲁西化工集团股份有限公司,山东省聊城市高新技术产业开发区鲁西化工总部驻地,830,鲁西化工,1998/8/7,"1,464,860,778","1,464,042,635",华东,山东,聊城市,C 制造业
主板,五矿稀土股份有限公司,山西省运城市解州镇新建路36号,831,五矿稀土,1998/9/11,"980,888,981","980,888,981",华北,山西,运城市,C 制造业
主板,广西粤桂广业控股股份有限公司,广西壮族自治区贵港市幸福路100号,833,粤桂股份,1998/11/11,"668,401,851","378,085,022",华南,广西,贵港市,S 综合
主板,长城国际动漫游戏股份有限公司,四川省成都市高新区紫薇东路16号,835,*ST长动,1999/6/25,"326,760,374","302,070,000",西南,四川,成都市,I 信息技术
主板,天津富通鑫茂科技股份有限公司,天津市滨海高新区华苑产业区梅苑路6号海泰大厦十六层,836,富通鑫茂,1997/9/29,"1,208,455,224","1,208,315,049",华北,天津,天津市,C 制造业
